"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"76","amsterdam","14/11/1946","amsterdam, netherlands","KLM Royal Dutch Airlines","London - Amsterdam","Douglas C-47A-90 DL (DC-3)",26,26,0,1,0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames.",1946,11,"Nov",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"77","amsterdam","04/10/1992","amsterdam, netherlands","El Al","Amsterdam - Tel Aviv","Boeing B-747-258F",4,4,0,1,47,"Shortly after taking from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft.",1992,10,"Oct",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"78","amsterdam","04/04/1994","amsterdam, netherlands","KLM Cityhopper","Amsterdam - Cardiff","Saab 340B",24,3,21,0.13,0,"Shortly after taking off, the plane experienced engine problems and returned to the airport. While attempting to land the aircraft rolled to the right, pitched up, stalled and cashed. Inadequate use of the flight controls during an asymmetrigo-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.",1994,4,"Apr",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"79","amsterdam","14/07/1935","amsterdam, netherlands","KLM Royal Dutch Airlines","Amsterdam - Sweden","Fokker F-XXII",20,6,14,0.3,0,"The plane lost altitude while attempting an emergency landing after taking and losing an engine. The wing hit a dyke and the plane burst into flames.",1935,7,"Jul",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"80","amsterdam","25/05/1953","amsterdam, netherlands","KLM Royal Dutch Airlines","Amsterdam - Paris","Convair CV-240-4",34,0,34,0,2,"While taking the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed.",1953,5,"May",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"81","amsterdam","09/12/1938","amsterdam, netherlands","KLM Royal Dutch Airlines","Instructional Flight","Lockheed 14-WF62 Super Electra",4,4,0,1,0,"Struck a dyke Schiphol Airport and caught fire while taking off.",1938,12,"Dec",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"82","amsterdam","25/02/2009","amsterdam, netherlands","Turkish Airlines","Istanbul, Turkey - Amsterdam, Netherlands","Boeing 737-8F2",134,9,125,0.07,0,"The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. Preliminary indications show a false reading from a faulty altimeter caused an autopilot to sharply slow the jet, landing short of the runway",2009,2,"Feb",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"83","amsterdam","14/09/1986","amsterdam, netherlands","Kondair","London - Amsterdam","Britten-Norman BN-2A Trislander",1,1,0,1,0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection.",1986,9,"Sep",NA,"Amsterdam",52.35,4.9166,"Netherlands","NL","NLD","Noord-Holland","primary",1031000,1528355309
"84","anchorage","01/04/1987","anchorage, alaska","Air Taxi","Local Flight","Cessna 402",2,2,0,1,0,"The aircraft was on the last leg of a commuter flight when it crashed in a heavily wooded area while making a VFR approach to Merrill Field. The plane struck the ground in a vertical attitude. Fuel starvation. Auxiliary tank had fuel but the engines could not be restarted from those tanks.",1987,4,"Apr",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"85","anchorage","25/07/1984","anchorage, alaska","Air Taxi","Anchorage, AK - Cantwell, AK","Cessna 401",5,5,0,1,0,"Disappeared en route. Aircraft and occupants never found. Reasons undetermined.",1984,7,"Jul",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"86","anchorage","13/01/1977","anchorage, alaska","Japan Air Lines","Mosses Lake, WA - Tokyo, Japan","Douglas DC-8",5,5,0,1,0,"The cargo plane crashed while attempting to take off. Alcoholiimpairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21.",1977,1,"Jan",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"87","anchorage","21/07/1971","anchorage, alaska","Anchorage Helicopter - Air Taxi","Fairbanks, AK - Local","Bell 206",3,3,0,1,0,"The aircraft took from a roadside lodging, hit wires and crashed and burned. Pilot failed to see and avoid obstruction.",1971,7,"Jul",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"88","anchorage","18/10/2001","anchorage, alaska","ERA Aviation - Air Taxi","Fire Island, AK - Anchorage, AK","Bell 206L",5,3,2,0.6,0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",2001,10,"Oct",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"89","anchorage","27/11/1970","anchorage, alaska","Capital Airlines","Anchorage - Yokota AFB","McDonnell Douglas DC-8-63CF",229,47,182,0.21,0,"The military charter overran the runway during takeoff, hit the ILS localizer support structure and burst into flames. The lack of acceleration, undetected by the crew  until after V1 speed was reached caused by the main landing gear wheels remaining locked after power was applied for takeon the icy runway due to brake or hydraulifailure.",1970,11,"Nov",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"90","anchorage","31/03/1993","anchorage, alaska","Japan Air Lines","","Boeing B-747-466",5,0,5,0,0,"The No.2 engine and pylon separated from the aircraft at 2,000 feet. The plane landed safely. The engine separation was due to an encounter with severe or possibly extreme turbulence and a fatigue crack.",1993,3,"Mar",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"91","anchorage","15/08/1966","anchorage, alaska","NC Simpson - Taxi","","Beech C-18S",4,4,0,1,0,"Fatigue fracture on right wing leading to inflight separation in flight.",1966,8,"Aug",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"92","anchorage","15/11/1952","anchorage, alaska","Military - U.S. Air Force","Elemndorf AFB - Kodiak NAS","Fairchild C-119C",20,20,0,1,0,"Disappeared while en route. No trace of the aircraft was ever found.",1952,11,"Nov",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"93","anchorage","22/09/1995","anchorage, alaska","Military - U.S. Air Force","Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB","Boeing B-707 (E-3B)",24,24,0,1,0,"The aircraft suffered multiple bird strikes in the No. 1 and 2 engines just after taking when it flew into a flock of 100 or more Canada Geese. The crew initiated a slow climb and began to dump fuel. The aircraft attained a maximum altitude of 250 ft. before it started to descend. The plane impacted a hilly wooded area less than a mile from the runway, broke up, exploded and burned.  Ingestion of Canada geese into the Nos.1 and 2 engines. Lack of adequate procedures to reduce bird hazards. The crew was not warned about observations of birds in the area by the ATC.",1995,9,"Sep",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"94","anchorage","03/01/1976","anchorage, alaska","Winship Air","Anchorage, AK - Deadhorse, AK","Lear Jet 24A",6,6,0,1,0,"Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation.",1976,1,"Jan",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"95","anchorage","12/07/1979","anchorage, alaska","Soldotna Air Services","Anchorage, AK - Kenai, AK","Cessna 402B",7,7,0,1,0,"Crashed in low ceiling and rain. Fluxgate compass inoperative because of chafed wires.",1979,7,"Jul",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"96","anchorage","23/09/1996","anchorage, alaska","Air Taxi - Stearns Air Alaska","","Cessna 206G",5,3,2,0.6,0,"After taking off, the aircraft stopped climbing, struck a pole and crashed and burn. Improper installation of a connecting bolt in the throttle linkage, which resulted in a worn/disconnected throttle arm, partial loss of engine power, and a forced landing after takeoff.",1996,9,"Sep",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"97","anchorage","08/10/1979","anchorage, alaska","Spernak Airway - Air Taxi","Anchorage, AK - Anchorage, AK","Cessna 207A",4,4,0,1,0,"The plane suffered engine failure on takeand crashed. Water in fuel. Improperly serviced aircraft.",1979,10,"Oct",NA,"Anchorage",61.1508,-149.1091,"United States","US","USA","Alaska","",256724,1840023385
"98","andoas","05/05/1998","andoas, peru","Fuerza Aí©rea del Peru","Iquitos - Andoas","Boeing B-737-282",88,75,13,0.85,0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.",1998,5,"May",NA,"Andoas",-2.9021,-76.4025,"Peru","PE","PER","Loreto","",10,1604038416
"99","ankara","01/02/1963","ankara, turkey","Middle East Airlines / Military - Turkish Air ForceC-47","Nicosia - Ankara","Vickers Viscount 754D",17,17,0,1,87,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late.",1963,2,"Feb",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"100","ankara","19/01/1960","ankara, turkey","Scandinavian Airlines (SAS)","Istanbul - Ankara","Sud Aviation Caravelle 1",42,42,0,1,0,"While on a flight from Istanbul to Ankara, Turkey the aircraft crashed while on approach to Esenboga Airport, 6 nm short of the runway. The aircraft struck the ground at an elevation of 3,500 ft, between the Ankara mountain range and the airport. An unintentional descent below the authorized minimum flight altitude during final approach to Esenboga Airport for reasons that could not be determined. The aircraft was named Orm Viking.",1960,1,"Jan",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"101","ankara","23/09/1961","ankara, turkey","Turkish Airlines (THY)","Adana - Ankara","Fokker F-27 Friendship 100",29,28,1,0.97,0,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.",1961,9,"Sep",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"102","ankara","25/09/1953","ankara, turkey","Devlet Hava Yollari","Ankara - Van","Douglas DC-3",21,5,16,0.24,0,"Crashed to the ground after an engine fire.",1953,9,"Sep",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"103","ankara","03/02/1964","ankara, turkey","Turkish Airlines (THY)","Istanbul - Ankara","Douglas C-47A",3,3,0,1,0,"The cargo plane crashed short of the runway while on approach. Improper IFR procedure. Descended below MDA.",1964,2,"Feb",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"104","ankara","23/12/1979","ankara, turkey","Turkish Airlines (THY)","Ankara - Samsun","Fokker F-28 Fellowship 1000",45,41,4,0.91,0,"Crashed into Cubuk Hill in fog, two minutes away from landing at the airport.  In-flight structural failure due to severe turbulence. The aircraft was named 'Trabzon.'",1979,12,"Dec",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"105","ankara","25/03/1950","ankara, turkey","Devlet Hava Yollairi","","Douglas DC-3",15,15,0,1,0,"Crashed and caught fire during landing at Etimeagut airport.",1950,3,"Mar",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"106","ankara","25/01/2000","ankara, turkey","Top Air - Air Taxi","Ankara - Istanbul","Beechcraft King Air C90",4,4,0,1,0,"The aircraft crashed a pond 25 km from Cubuk, 20 minutes after taking off. Failure to use de-icing and poor weather was to blame.",2000,1,"Jan",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
"107","ankara","21/12/1961","ankara, turkey","British European Airways","Ankara - Nicosia","de Havilland Comet 4B",34,27,7,0.79,0,"Shortly after taking from Esenboga Airport, the aircraft assumed an excessively steep climbing angle, stalled and crashed. The probable cause of the accident was the obstruction of the pitch pointer in the captain's director horizon which led him to make an excessively steep climb. One of three screws had worked its way loose and blocked the pointer on the dial from indicating the correct pitch.",1961,12,"Dec",NA,"Ankara",39.9272,32.8644,"Turkey","TR","TUR","Ankara","primary",3716000,1792572891
