"","City","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","Latitude","Longitude"
"85","bangui","04/07/2002","bangui, central african republic","Prestige Airlines (Cargo) Charter","N'Djamena, Chad - Brazzaville, Congo","Boeing B-707-123B",27,25,2,0.93,0,"The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.",2002,7,"Jul",NA,-7.203439,15.722557
"86","bangui","08/12/1950","bangui, french equatorial africa","T.A. Intercontinentaux","","Douglas C-54A",56,46,10,0.82,0,"Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.",1950,12,"Dec",NA,-7.203439,15.722557
"87","bangui","25/12/1945","bangui, french equatorial africa","Air France","","Lockheed 18 Lodestar",8,8,0,1,0,"",1945,12,"Dec",NA,-7.203439,15.722557
"88","banjul","09/10/1997","banjul, gambia","Naysa Aerotaxis","","Beech Super King Air 200",9,8,1,0.89,0,"Crashed 3km short of the runway at Banjul International Airport in heavy rain and thunderstorms.",1997,10,"Oct",NA,13.4530556,-16.5775
"89","banos","02/05/1974","banos, ecuador","Aero Taxis Equatorianos","Pastaza - Ambato","Douglas C-47",24,22,2,0.92,0,"Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.",1974,5,"May",NA,-27.499831,-64.860418
"90","baotou","21/11/2004","baotou, inner mongolia, china","China Airlines","Baotou - Shanghai","Bambardier CRJ200",53,53,0,1,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",2004,11,"Nov",NA,40.652222,109.822222
"91","barajas","09/05/1957","barajas, madrid, spain","Aviaco","Santiago de Compostella - Madrid","Bristol 170 Freighter",37,37,0,1,0,"Crashed while attemping to land. Procedural errors by the pilot.",1957,5,"May",NA,40.470725,-3.576908
"92","barcelonnette","01/09/1953","barcelonnette, france","Air France","Paris - Nice - Hong Kong","Lockheed 749A Constellation",42,42,0,1,0,"While on approach to land at Nice-Cote d' Azur Airport the aircraft crashed into Mt. Cemet in the French Alps. French violinist Jacques Tribaud, 72, among those killed. Navigational error. Pilot deviated from the prescribled route for reasons unknown.",1953,9,"Sep",NA,44.386656,6.653456
"93","barentu","19/02/1979","barentu, ethiopia","Ethiopian Airlines","","Douglas DC-3",5,5,0,1,0,"The plane crashed after a bomb exploded aboard.",1979,2,"Feb",NA,15.1138889,37.5927778
"94","bari","23/06/1949","bari, italy","KLM Royal Dutch Airlines","Batavia - Amsterdam","Lockheed 749-79-33 Constellation",33,33,0,1,0,"Crashed into Bari Harbor while en route from Cairo via Athens to Rome. Witnesses observed smoke from an engine followed by smoke from the other engines and fuselage prior to the crash. The plane broke-up in flight.",1949,6,"Jun",NA,34.035244,70.629364
"95","bariloche","21/11/1977","bariloche, argentina","Austral Lineas Aeras (Argentina)","Buenos  Aires - San Carlos de Bariloche","BAC One-Eleven 420EL",79,46,33,0.58,0,"The flight crashed into high ground after a second landing attempt. Procedural error by the crew during the final approach in that they abandoned the ILS procedure. This was influenced by the interruption of the VOR signal.",1977,11,"Nov",NA,-35.5,-62.233333
"96","barneville","06/06/1944","barneville, france","Military - U.S. Army Air Forces","","Douglas C-47A",22,22,0,1,0,"Shot down by anti-aircraft fire during the Normandy invasion.",1944,6,"Jun",NA,49.381368,-1.753391
"97","barrow","13/07/1969","barrow, alaska","Interior Airways - Air Taxi","Sagwon,AK - Elusive Lake, AK","Grumman G-44A",2,2,0,1,0,"Crashed into lake while attempting to land. Aircraft porpoised and sank into a lake. Improper level off. Improper recovery from bounced landing.",1969,7,"Jul",NA,-38.312836,-60.232325
"98","barrow","08/11/1997","barrow, alaska","Hageland Aviation Services","Barrow - Wainwright","Cessna 208B Caravan I",8,8,0,1,0,"A few minutes after takea distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeon time by the pilot, and inadequate surveillance of the company operations by company management.",1997,11,"Nov",NA,-38.312836,-60.232325
"99","barrow","21/11/1968","barrow, alaska","Barrow Air Service - Air Taxi","","Aero Commander 680-E",8,7,1,0.88,0,"Engine failure on climb out for undetermined reasons. Aircraft allowed to enter condition of asymmetrical thrust. Improper emergency procedures. Aircraft overloaded by 475 lbs.",1968,11,"Nov",NA,-38.312836,-60.232325
"100","bata","02/01/1987","bata, equatorial guinea","Military - Spanish Air Force.","Bata - Malabo","CASA 212-100",22,22,0,1,0,"The domestiflight crashed the island of Bioko and sending a distress message. Engine failure.",1987,1,"Jan",NA,33.358889,68.441389
"101","batavia","15/10/1920","batavia, illinois","US Aerial Mail Service","","De Havilland DH-4",1,1,0,1,0,"",1920,10,"Oct",NA,-34.77816,-65.687285
"102","bathurst","01/10/1938","bathurst, gambia","Deutsche Lufthansa","","Dornier DO.18",4,4,0,1,0,"",1938,10,"Oct",NA,-37.57586,-61.819442
"103","bathurst","26/11/1938","bathurst, gambia","Deutsche Lufthansa","","Junkers JU90V2",15,11,4,0.73,0,"During takethe aircraft hit a palm tree and burst into flames due to engine failure.",1938,11,"Nov",NA,-37.57586,-61.819442
"104","bathurst","06/09/1946","bathurst, gambia","British South American Airways","Bathrust, - Argentina","Avro 685 York I",24,24,0,1,0,"The aircraft crashed shortly after takeafter a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named 'Star Leader.'",1946,9,"Sep",NA,-37.57586,-61.819442
"105","bathurst","12/03/1937","bathurst, gambia","Deutsche Lufthansa","Las Palmas, Canary Islands - Bathhurst, Gambia","Heinkel He-111V2",4,4,0,1,0,"The German mail plane crashed into a swamp.",1937,3,"Mar",NA,-37.57586,-61.819442
"106","beauvais","01/04/1935","beauvais, france","Air France","","Farman F-300",3,1,2,0.33,0,"Chief pilot of Air France, Robert Bajac, 36, killed.",1935,4,"Apr",NA,46.34191,3.071807
"107","beauvais","05/10/1930","beauvais, france","Military - British Air Ministry","Cardington, England - Karachi, Pakistan","Royal Airship Works R-101",54,48,6,0.89,0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",1930,10,"Oct",NA,46.34191,3.071807
"108","bechar","24/01/1979","bechar, algeria","Air Algerie","","Nord 262A-44",23,14,9,0.61,0,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter.",1979,1,"Jan",NA,31.6166667,-2.2166667
"109","bedford","31/03/1932","bedford, ohio","National Air Transport","","Boeing 95",1,1,0,1,0,"",1932,3,"Mar",NA,44.728889,-63.664444
"110","bedford","16/08/1920","bedford, england","By Air","","Armstrong-Whitworth F-K-8",1,1,0,1,0,"",1920,8,"Aug",NA,44.728889,-63.664444
"111","belem","01/12/1955","belem, brazil","Cruzeiro","","Douglas DC-3",6,6,0,1,0,"Shortly after taking off, the No.1 engine lost power. The crew shut the hydraulipump which caused the landing gear to stop retracting halfway. The resulting drag, caused the aircraft to lose altitude. The left wing struck a tree and the plane crashed and burned. Failure of the front bearing of the propeller shaft leading to disconnection of the reduction gear and left propeller and causing a sudden failure of the left engine.",1955,12,"Dec",NA,-11.37375,16.524221
"112","belem","27/02/1948","belem, brazil","Military - Brazilian Air Force","Rio de Janerio, Brazil - Cayenne, French Guianan","Douglas C-47",26,23,3,0.88,0,"The plane, carrying Brazilian service personnel and their dependents crashed and burned while en route.",1948,2,"Feb",NA,-11.37375,16.524221
"113","belem","01/07/2003","belem, para, brazil","Heringer Air Taxi","","Mitsubishi MU 2B 35",4,4,0,1,0,"The plane crashed on final approach to Belem Airport during a strong  thunderstorm.",2003,7,"Jul",NA,-11.37375,16.524221
"114","belem","14/07/1948","belem, brazil","Aerovias Brasil","","Douglas C-47A",5,5,0,1,0,"The cargo plane lost control and crashed shortly after leaving the runway. The pilot did not apply the procedure recommended by the airline and attempted to make a turn after takebelow the specified altitude of 100 meters.",1948,7,"Jul",NA,-11.37375,16.524221
"115","belem","16/01/1958","belem, brazil","Cruzeiro","","Fairchild C-82A",3,3,0,1,0,"The cargo plane lost the No. 1 engine on takeand crashed.",1958,1,"Jan",NA,-11.37375,16.524221
"116","belem","24/02/1981","belem, brazil","VOTEC","Tucurui - Belem","Embraer 110P Bandeirante",14,11,3,0.79,0,"Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.",1981,2,"Feb",NA,-11.37375,16.524221
"117","belen","18/02/1959","belen, chile","Cross Airways","Arica, Colombia - Puerto Suarez, Bolilvia","Curtiss C-46A",5,5,0,1,0,"The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing.",1959,2,"Feb",NA,-34.34905,-58.793085
"118","bella vista","19/10/1990","bella vista, bolivia","BAFIN","Bella Vista - La Paz","Douglas C-47B-40-DK",4,4,0,1,0,"Disappeared en route. Wreckage found 6 years later in the Andes.",1990,10,"Oct",NA,12.15,-68.25
"119","bellingham","04/11/1987","bellingham, washington","Air Taxi - Flying School of the Cascades Inc.","Tacoma, WA - Bellingham, WA","Cessna 310 N",4,4,0,1,0,"The pilot became lost and while flying at a low altitude, crashed. Pilot did not maintain proper altitude. Fog, low ceiling.",1987,11,"Nov",NA,-41.016667,147.166667
"120","belmont","20/02/1942","belmont, brisbane, australia","Qantas","","deHavilland DH-86",9,9,0,1,0,"Crashed shortly after takeafter losing control in low clouds.",1942,2,"Feb",NA,17.1,-61.8166667
"121","belo horizonte","11/06/2004","belo horizonte, brazil","Air taxi - Aero Air Taxi","Belo Horizxonte - Juiz de For a","EMB 820C Navajo",4,4,0,1,0,"After taking and climbing the crew noticed oil  low pressure reading and decided to return to Belo Horizonte. After completing a turn the aircraft entered a dive and crashed and burned.",2004,6,"Jun",NA,-11.590095,16.54606
"122","belo horizonte","11/06/2003","belo horizonte, brazil","Astro Air Taxi","","Embraer 820C Navajo",4,4,0,1,0,"After takeoff, the pilot reported low pressure of oil  in an engine and  decided to return to the airport. The plane made a 270 degree turn in the final approach, stalled  and crashed to the ground.",2003,6,"Jun",NA,-11.590095,16.54606
"123","belo horizonte","11/01/1991","belo horizonte, brazil","Belair - Air Taxi","","Learjet 25C",5,5,0,1,0,"Crashed in a rainstorm.",1991,1,"Jan",NA,-11.590095,16.54606
"124","belo horizonte","15/09/2001","belo horizonte, brazil","TAM (Brazil)","Recife  - Sao Paulo","Fokker 100",82,1,81,0.01,0,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",2001,9,"Sep",NA,-11.590095,16.54606
"125","benito","03/08/1966","benito, bolivia","Lloyd Aí©reo Boliviano","Riberalta - Cochabamba","Curtiss C-46D",3,3,0,1,0,"The cargo  aircraft was not being flown at the recommended altitude when it reached mountains to be crossed, nor whas it at the proper crossing point. A secondary factor was the lack of navigational aids in the area.",1966,8,"Aug",NA,51.916667,-101.55
"126","betania","21/01/1972","betania, colombia","SATENA","Medellin - Buenaventura","Douglas C-47",39,39,0,1,0,"The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.",1972,1,"Jan",NA,-11.248306,16.325777
"127","bethel","26/11/1996","bethel, arkansas","ArctiTransportation Services","Bethel - Kwigillingok","Cessna 208B Caravan I",1,1,0,1,0,"Shortly after taking the cargo plane turn back toward the airport, increased it's bank angle until the aircraft hit the ground. Failure of the pilot to maintain control of the airplane, while maneuvering to reverse direction after takeoff, after encountering an undetermined anomaly. The undetermined anomaly was a related factor.",1996,11,"Nov",NA,18.2,-63.1
